sampleID,dateTime,sourceCode,latitude,longitude,altitude,speed,heading,linkPVID,direction,distFromRef,distFromLink
4560,6/12/2009 8:14:03 AM,13,53.069810718298,8.87309216894209,49,0,360,51872180,F,3.9488605372574512,0.4951873409561265
4560,6/12/2009 8:14:19 AM,13,53.0697655398399,8.87294649146497,49,0,360,51872180,T,3.8948356254982235,0.6781331989417461
4560,6/12/2009 8:14:29 AM,13,53.0697312578559,8.8735824264586,48,0,360,51872180,T,3.614580719807124,0.32499952678794897
4560,6/12/2009 8:14:34 AM,13,53.0697776935995,8.87380463071167,48,0,360,51872181,,4.991838346786688,0.14235126367586265
4560,6/12/2009 8:14:39 AM,13,53.0697929486632,8.87379054911435,48,0,360,51872181,F,5.042975455259173,0.11206166297099873
4560,6/12/2009 8:14:45 AM,13,53.0698194354773,8.87348871678114,48,0,360,51872180,T,4.172902618882502,0.4348430169313365
4560,6/12/2009 8:14:50 AM,13,53.0697933677584,8.87336567044258,48,0,360,51872180,T,3.662297940030219,0.14364705282066556
4560,6/12/2009 8:14:55 AM,13,53.0697704851627,8.87332669459283,48,0,360,51872180,T,3.3689505497114403,0.09147395887423651
4560,6/12/2009 8:15:05 AM,13,53.0699063558131,8.87311019003391,48,0,360,51872180,F,4.951439345614104,0.15152814264514433
4560,6/12/2009 8:15:10 AM,13,53.0699598323554,8.87298555113375,48,0,360,51872180,F,5.743837689334017,0.1449217287606396
4560,6/12/2009 8:15:15 AM,13,53.0698598362505,8.87297876179218,48,0,360,51872180,T,4.721861554672789,0.523134098208131
4560,6/12/2009 8:15:20 AM,13,53.0697959661484,8.87284842319787,48,0,360,51872180,T,4.547061538645315,0.4724725033429359
4560,6/12/2009 8:15:25 AM,13,53.0697813816369,8.87283601798117,48,0,360,51872180,T,4.471001712796286,0.2267954816043385
4560,6/12/2009 8:15:30 AM,13,53.0697810463607,8.8728551287204,48,2,128,51872180,T,4.388376738545986,0.3370969106489001
4560,6/12/2009 8:15:35 AM,13,53.0697112251073,8.87290416285396,48,1,197,51872180,T,3.582231861493625,0.1471256714611168
4560,6/12/2009 8:15:40 AM,13,53.0696464329958,8.8730726391077,49,3,137,51872180,T,2.325875248803089,0.10860949337127927
4560,6/12/2009 8:15:45 AM,13,53.0696227960289,8.87313382700086,50,1,240,51872180,T,1.8955816728518164,0.18733227154903295
4560,6/12/2009 8:15:50 AM,13,53.0696116480976,8.87316375039518,50,0,344,51872180,T,1.7003272562089702,0.22741345927335194
4560,6/12/2009 8:15:55 AM,13,53.0695968959481,8.87316559441388,50,1,164,51872180,T,1.5447180431375784,0.10381564892041699
4560,6/12/2009 8:16:00 AM,13,53.0695427488536,8.87310809455812,49,6,255,51872180,T,1.2971145982989973,0.6400200734416484
4560,6/12/2009 8:16:05 AM,13,53.069580970332,8.87304598465562,50,4,356,51872180,F,1.887633706304251,0.6248277184864791
4560,6/12/2009 8:16:10 AM,13,53.069760594517,8.87278052978218,49,29,315,51872180,F,4.547487193833579,0.3561221031678918
4560,6/12/2009 8:16:15 AM,13,53.0700340960175,8.8723389711231,49,27,316,51872180,F,8.781952432406326,0.12788384065024683
4560,6/12/2009 8:16:20 AM,13,53.0702271312475,8.87201802805066,48,22,315,51872180,F,11.814125840543378,0.39834555747485545
4560,6/12/2009 8:16:25 AM,13,53.0705346632749,8.87143917381763,48,41,313,51872180,F,16.965134709608957,0.09730905306079182
4560,6/12/2009 8:16:30 AM,13,53.0708939954638,8.8708124589175,48,41,314,51872180,F,22.749267532141893,0.061419736855417816
4560,6/12/2009 8:16:35 AM,13,53.0712123401463,8.87015338987112,47,40,305,51872180,F,28.376525761476938,0.11763057438365654
4560,6/12/2009 8:16:40 AM,13,53.0715136695653,8.86952483095229,46,36,311,51872180,F,33.73218625732054,0.12493810817358249
4560,6/12/2009 8:16:45 AM,13,53.071763785556,8.86893717572093,46,33,306,51872180,F,38.50932126944358,0.3660317002583657
4560,6/12/2009 8:16:50 AM,13,53.0720221996307,8.86837877333164,45,32,304,51872180,F,43.20614346943286,0.12873976011994415
4560,6/12/2009 8:16:55 AM,13,53.0721992254257,8.86790729127824,44,20,303,51872180,F,46.87603979706342,0.010957428196256768
4560,6/12/2009 8:17:00 AM,13,53.0722469184548,8.86777049861848,46,1,306,51872180,F,47.91575417199468,0.09340364361128149
